iter	Passed	Remaining
726	2575	4509
727	2579	4506
728	2583	4504
729	2587	4501
730	2591	4499
731	2596	4498
732	2600	4495
733	2604	4491
734	2607	4488
735	2611	4485
736	2615	4483
737	2620	4481
738	2625	4479
739	2629	4476
740	2632	4472
741	2635	4468
742	2638	4464
743	2642	4460
744	2645	4456
745	2648	4452
746	2651	4448
747	2654	4443
748	2658	4439
749	2661	4435
750	2664	4430
751	2667	4426
752	2670	4422
753	2673	4418
754	2676	4414
755	2679	4409
756	2682	4405
757	2686	4401
758	2689	4396
759	2692	4392
760	2695	4388
761	2698	4383
762	2701	4379
763	2704	4375
764	2707	4371
765	2710	4367
766	2713	4362
767	2716	4358
768	2720	4354
769	2723	4350
770	2726	4345
771	2729	4341
772	2732	4337
773	2735	4333
774	2739	4330
775	2743	4326
776	2746	4323
777	2750	4320
778	2754	4316
779	2758	4313
780	2761	4310
781	2764	4306
782	2768	4303
783	2771	4299
784	2775	4295
785	2778	4291
786	2782	4288
787	2785	4284
788	2788	4280
789	2792	4276
790	2795	4272
791	2798	4268
792	2801	4264
793	2805	4261
794	2808	4257
795	2811	4252
796	2814	4248
797	2817	4244
798	2821	4241
799	2825	4238
800	2829	4235
801	2832	4231
802	2835	4227
803	2839	4223
804	2842	4219
805	2845	4215
806	2848	4210
807	2851	4207
808	2855	4203
809	2858	4199
810	2862	4196
811	2865	4192
812	2868	4188
813	2871	4183
814	2874	4179
815	2877	4175
816	2880	4170
817	2883	4166
818	2886	4162
819	2889	4157
820	2892	4153
821	2895	4149
822	2899	4146
823	2902	4142
824	2906	4138
825	2909	4135
826	2912	4131
827	2915	4127
828	2919	4123
829	2922	4119
830	2925	4115
831	2927	4110
832	2930	4105
833	2933	4101
834	2936	4096
835	2939	4093
836	2942	4089
837	2946	4085
838	2949	4081
839	2953	4078
840	2955	4073
841	2958	4069
842	2961	4064
843	2964	4060
844	2967	4055
845	2970	4051
846	2972	4046
847	2975	4042
848	2978	4037
849	2981	4033
850	2983	4028
851	2986	4023
852	2989	4019
853	2991	4014
854	2995	4010
855	2998	4006
856	3001	4002
857	3003	3998
858	3006	3993
859	3009	3989
860	3012	3984
861	3014	3980
862	3017	3975
863	3020	3971
864	3023	3967
865	3026	3962
866	3029	3958
867	3031	3953
868	3034	3949
869	3037	3944
870	3039	3940
871	3042	3936
872	3045	3931
873	3048	3927
874	3051	3922
875	3053	3918
876	3056	3913
877	3059	3909
878	3062	3905
879	3064	3900
880	3067	3896
881	3070	3892
882	3073	3887
883	3075	3883
884	3078	3878
885	3082	3875
886	3085	3871
887	3088	3867
888	3091	3863
889	3094	3859
890	3097	3855
891	3100	3851
892	3103	3847
893	3106	3842
894	3108	3838
895	3112	3834
896	3115	3830
897	3118	3826
898	3121	3822
899	3124	3818
900	3127	3815
901	3130	3810
902	3133	3806
903	3135	3801
904	3138	3797
905	3141	3793
906	3144	3789
907	3147	3785
908	3149	3780
909	3152	3776
910	3155	3772
911	3158	3768
912	3161	3763
913	3163	3759
914	3166	3754
915	3169	3750
916	3172	3747
917	3176	3743
918	3179	3740
919	3182	3735
920	3185	3731
921	3188	3727
922	3191	3723
923	3194	3719
924	3196	3715
925	3199	3710
926	3202	3706
927	3204	3702
928	3207	3697
929	3210	3693
930	3213	3689
931	3215	3685
932	3218	3680
933	3221	3676
934	3223	3672
935	3226	3667
936	3229	3663
937	3232	3659
938	3234	3654
939	3237	3650
940	3240	3646
941	3242	3642
942	3245	3637
943	3248	3633
944	3250	3629
945	3254	3625
946	3257	3622
947	3260	3617
948	3263	3614
949	3266	3610
950	3269	3606
951	3272	3602
952	3274	3598
953	3277	3593
954	3281	3590
955	3284	3586
956	3287	3582
957	3290	3579
958	3293	3575
959	3297	3571
960	3299	3567
961	3302	3563
962	3305	3559
963	3308	3555
964	3311	3551
965	3314	3547
966	3316	3543
967	3319	3539
968	3322	3534
969	3325	3530
970	3328	3526
971	3331	3522
972	3333	3518
973	3336	3514
974	3339	3510
975	3341	3506
976	3344	3502
977	3347	3497
978	3349	3493
979	3352	3489
980	3355	3485
981	3357	3481
982	3360	3476
983	3363	3472
984	3366	3468
985	3368	3464
986	3371	3460
987	3374	3456
988	3377	3452
989	3379	3448
990	3382	3443
991	3385	3439
992	3388	3435
993	3390	3431
994	3393	3427
995	3396	3423
996	3399	3419
997	3401	3415
998	3404	3411
999	3407	3407
1000	3410	3403
1001	3412	3399
1002	3415	3395
1003	3418	3391
1004	3421	3387
1005	3423	3383
1006	3427	3379
1007	3430	3375
1008	3433	3371
1009	3436	3368
1010	3439	3364
1011	3442	3361
1012	3445	3357
1013	3448	3353
1014	3451	3349
1015	3455	3346
1016	3458	3342
1017	3461	3338
1018	3464	3335
1019	3467	3331
1020	3471	3328
1021	3474	3324
1022	3476	3320
1023	3479	3316
1024	3482	3312
1025	3485	3308
1026	3488	3304
1027	3491	3300
1028	3493	3296
1029	3496	3292
1030	3499	3288
1031	3501	3284
1032	3504	3280
1033	3507	3276
1034	3510	3273
1035	3513	3269
1036	3516	3265
1037	3519	3261
1038	3522	3257
1039	3525	3254
1040	3528	3250
1041	3531	3246
1042	3535	3244
1043	3539	3240
1044	3542	3237
1045	3545	3233
1046	3548	3229
1047	3551	3226
1048	3554	3222
1049	3558	3219
1050	3561	3215
1051	3564	3211
1052	3567	3208
1053	3570	3204
1054	3573	3201
1055	3576	3197
1056	3579	3193
1057	3584	3191
1058	3587	3187
1059	3590	3184
1060	3594	3181
1061	3598	3178
1062	3601	3174
1063	3604	3171
1064	3608	3167
1065	3612	3165
1066	3616	3161
1067	3620	3159
1068	3623	3155
1069	3627	3152
1070	3630	3149
1071	3633	3145
1072	3637	3142
1073	3640	3138
1074	3643	3134
1075	3646	3131
1076	3649	3127
1077	3652	3124
1078	3655	3120
1079	3658	3116
1080	3661	3112
1081	3664	3109
1082	3667	3105
1083	3671	3102
1084	3674	3098
1085	3677	3094
1086	3680	3091
1087	3683	3087
1088	3686	3084
1089	3689	3080
1090	3692	3076
1091	3696	3073
1092	3698	3069
1093	3701	3065
1094	3704	3061
1095	3706	3057
1096	3709	3053
1097	3712	3049
1098	3715	3046
1099	3718	3042
1100	3720	3038
1101	3723	3034
1102	3727	3031
1103	3730	3028
1104	3734	3024
1105	3737	3021
1106	3740	3017
1107	3743	3013
1108	3746	3009
1109	3748	3005
1110	3751	3002
1111	3755	2999
1112	3758	2995
1113	3761	2991
1114	3765	2988
1115	3768	2985
1116	3771	2981
1117	3774	2977
1118	3776	2973
1119	3779	2969
1120	3782	2966
1121	3785	2962
1122	3788	2958
1123	3791	2954
1124	3794	2951
1125	3797	2947
1126	3800	2944
1127	3803	2940
1128	3806	2936
1129	3809	2932
1130	3812	2929
1131	3815	2925
1132	3818	2922
1133	3821	2918
1134	3823	2914
1135	3826	2910
1136	3829	2906
1137	3832	2902
1138	3834	2898
1139	3837	2894
1140	3840	2891
1141	3842	2887
1142	3845	2883
1143	3848	2879
1144	3851	2875
1145	3853	2871
1146	3856	2867
1147	3859	2864
1148	3862	2860
1149	3865	2856
1150	3868	2853
1151	3871	2849
1152	3873	2845
1153	3876	2841
1154	3879	2838
1155	3882	2834
1156	3885	2830
1157	3888	2827
1158	3891	2823
1159	3893	2819
1160	3896	2815
1161	3899	2811
1162	3901	2808
1163	3904	2804
1164	3907	2800
1165	3910	2796
1166	3912	2793
1167	3915	2789
1168	3918	2785
1169	3920	2781
1170	3923	2777
1171	3926	2774
1172	3930	2770
1173	3933	2767
1174	3936	2763
1175	3939	2760
1176	3942	2756
1177	3945	2753
1178	3955	2754
1179	3959	2751
1180	3962	2747
1181	3964	2743
1182	3967	2740
1183	3970	2736
1184	3973	2733
1185	3977	2729
1186	3979	2725
1187	3982	2722
1188	3985	2718
1189	3988	2714
1190	3991	2710
1191	3993	2707
1192	3996	2703
1193	3999	2699
1194	4002	2696
1195	4004	2692
1196	4007	2688
1197	4010	2684
1198	4013	2680
1199	4015	2677
1200	4018	2673
1201	4021	2669
1202	4024	2666
1203	4026	2662
1204	4029	2658
1205	4032	2654
1206	4035	2651
1207	4038	2647
1208	4041	2643
1209	4043	2640
1210	4046	2636
1211	4049	2632
1212	4051	2628
1213	4054	2625
1214	4057	2621
1215	4059	2617
1216	4062	2613
1217	4065	2610
1218	4068	2606
1219	4070	2602
1220	4073	2598
1221	4076	2595
1222	4079	2591
1223	4081	2587
1224	4084	2584
1225	4087	2580
1226	4090	2576
1227	4093	2573
1228	4095	2569
1229	4098	2565
1230	4101	2562
1231	4105	2559
1232	4107	2555
1233	4111	2551
1234	4114	2548
1235	4117	2544
1236	4120	2541
1237	4124	2538
1238	4127	2535
1239	4130	2531
1240	4133	2527
1241	4136	2524
1242	4139	2521
1243	4142	2517
1244	4145	2514
1245	4148	2510
1246	4151	2506
1247	4154	2503
1248	4156	2499
1249	4159	2495
1250	4162	2491
